learning evaluation instances,classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),classified instances of class 0,classified instances of class 1,recall (true positive) for class 0 (percent),recall (true positive) for class 1 (percent),incorrect classifications (false positive) for class 0 (percent),incorrect classifications (false positive) for class 1 (percent),size of class 0,size of class 1,training queue size,time stamp
1.0,1.0,100.0,?,?,?,1.0,0.0,100.0,0.0,0.0,0.0,0.9999999999999946,4.237237349624542E-158,4407.0,1.302724246E9
2.0,2.0,100.0,?,?,?,2.0,0.0,100.0,0.0,0.0,0.0,0.9999999999999946,4.237237349624542E-158,4408.0,1.302724463E9
3.0,3.0,100.0,?,?,?,3.0,0.0,100.0,0.0,0.0,0.0,0.9999999999999946,2.8062462000429066E-158,4378.0,1.30277432E9
4.0,4.0,100.0,?,?,?,4.0,0.0,100.0,0.0,0.0,0.0,0.9999999999999946,2.8062462000429066E-158,4379.0,1.302776034E9
5.0,5.0,100.0,?,?,?,5.0,0.0,100.0,0.0,0.0,0.0,0.9999999999999946,2.8062462000429066E-158,4380.0,1.3027764E9
6.0,6.0,100.0,?,?,?,6.0,0.0,100.0,0.0,0.0,0.0,0.9999999999999946,2.7781837380424773E-158,4380.0,1.302777029E9
7.0,7.0,85.27997172001572,0.0,0.0,0.0,6.0,1.0,100.0,0.0,0.0,100.0,0.9999999999999946,2.7781837380424773E-158,4380.0,1.302777405E9
8.0,8.0,87.18534613682523,0.0,50.25125628140702,0.0,7.0,1.0,100.0,0.0,0.0,100.0,0.9999999999999946,2.7504019006620524E-158,4380.0,1.302777535E9
9.0,9.0,88.66710446323266,0.0,50.25125628140702,0.0,8.0,1.0,100.0,0.0,0.0,100.0,0.9999999999999946,2.7504019006620524E-158,4381.0,1.302777583E9
10.0,10.0,89.85233155719133,0.0,50.25125628140702,0.0,9.0,1.0,100.0,0.0,0.0,100.0,0.9999999999999946,2.7228978816554317E-158,4381.0,1.302781364E9
11.0,11.0,90.82189960432605,0.0,50.25125628140699,0.0,10.0,1.0,100.0,0.0,0.0,100.0,0.9999999999999946,2.7228978816554317E-158,4382.0,1.302781432E9
12.0,12.0,91.62972339806787,0.0,50.25125628140694,0.0,11.0,1.0,100.0,0.0,0.0,100.0,0.9999999999999946,2.61560484075566E-158,4379.0,1.302787451E9
13.0,13.0,84.14846207129372,0.0,32.87812784137987,0.0,11.0,2.0,100.0,0.0,0.0,100.0,0.9999999999999946,2.61560484075566E-158,4379.0,1.30278842E9
14.0,14.0,85.35615976560086,0.0,50.25125628140699,0.0,12.0,2.0,100.0,0.0,0.0,100.0,0.9999999999999946,2.61560484075566E-158,4381.0,1.302788429E9
15.0,15.0,86.40258452335348,0.0,50.25125628140701,0.0,13.0,2.0,100.0,0.0,0.0,100.0,0.9999999999999946,2.5894487923481034E-158,4384.0,1.302790944E9
16.0,16.0,87.3179750878327,0.0,50.251256281406974,0.0,14.0,2.0,100.0,0.0,0.0,100.0,0.9999999999999946,2.537918761380376E-158,4383.0,1.302792879E9
17.0,17.0,81.75833224463635,0.0,39.66935848524952,0.0,14.0,3.0,100.0,0.0,0.0,100.0,0.9999999999999946,2.4874141780289067E-158,4382.0,1.302797071E9
18.0,18.0,82.86063947665802,0.0,50.251256281406974,0.0,15.0,3.0,100.0,0.0,0.0,100.0,0.9999999999999946,2.4874141780289067E-158,4383.0,1.30279711E9
19.0,19.0,83.8466157084248,0.0,50.25125628140702,0.0,16.0,3.0,100.0,0.0,0.0,100.0,0.9999999999999946,2.4874141780289067E-158,4384.0,1.302797206E9
20.0,20.0,79.24201328139958,0.0,42.62338781277059,0.0,16.0,4.0,100.0,0.0,0.0,100.0,0.9999999999999946,2.117928131814285E-158,4372.0,1.302809223E9
21.0,21.0,80.33297634175668,0.0,50.25125628140702,0.0,17.0,4.0,100.0,0.0,0.0,100.0,0.9999999999999946,2.055023548371269E-158,4371.0,1.302813492E9
22.0,22.0,81.32441063661811,0.0,50.251256281407045,0.0,18.0,4.0,100.0,0.0,0.0,100.0,0.9999999999999946,2.055023548371269E-158,4372.0,1.302814354E9
23.0,23.0,82.2292983242494,0.0,50.25125628140703,0.0,19.0,4.0,100.0,0.0,0.0,100.0,0.9999999999999946,1.9543069468112677E-158,4379.0,1.302850792E9
24.0,24.0,83.05845787627464,0.0,50.25125628140702,0.0,20.0,4.0,100.0,0.0,0.0,100.0,0.9999999999999946,1.9543069468112677E-158,4380.0,1.302850801E9
25.0,25.0,83.82097681499482,0.0,50.251256281406995,0.0,21.0,4.0,100.0,0.0,0.0,100.0,0.9999999999999946,1.9543069468112677E-158,4383.0,1.302855282E9
26.0,26.0,84.52454458824748,0.0,50.25125628140702,0.0,22.0,4.0,100.0,0.0,0.0,100.0,0.9999999999999946,1.9543069468112677E-158,4384.0,1.302855952E9
27.0,27.0,85.1757114720751,0.0,50.25125628140702,0.0,23.0,4.0,100.0,0.0,0.0,100.0,0.9999999999999946,1.9543069468112677E-158,4386.0,1.302858547E9
28.0,28.0,85.78009199424979,0.0,50.25125628140703,0.0,24.0,4.0,100.0,0.0,0.0,100.0,0.9999999999999946,1.9543069468112677E-158,4387.0,1.302858788E9
29.0,29.0,86.34252627017186,0.0,50.25125628140703,0.0,25.0,4.0,100.0,0.0,0.0,100.0,0.9999999999999946,1.9543069468112677E-158,4388.0,1.302859285E9
30.0,30.0,86.86720907158826,0.0,50.251256281407066,0.0,26.0,4.0,100.0,0.0,0.0,100.0,0.9999999999999946,1.934763877343155E-158,4389.0,1.302863021E9
31.0,31.0,87.35779391426847,0.0,50.25125628140703,0.0,27.0,4.0,100.0,0.0,0.0,100.0,0.9999999999999946,1.934763877343155E-158,4390.0,1.302863407E9
32.0,32.0,87.81747762924073,0.0,50.25125628140705,0.0,28.0,4.0,100.0,0.0,0.0,100.0,0.9999999999999946,1.934763877343155E-158,4392.0,1.302863908E9
33.0,33.0,88.24906955743965,0.0,50.251256281407066,0.0,29.0,4.0,100.0,0.0,0.0,100.0,0.9999999999999946,1.934763877343155E-158,4393.0,1.302863993E9
34.0,34.0,88.6550485335333,0.0,50.25125628140711,0.0,30.0,4.0,100.0,0.0,0.0,100.0,0.9999999999999946,1.9154162385697236E-158,4396.0,1.302871475E9
35.0,35.0,89.03761010109388,0.0,50.251256281407095,0.0,31.0,4.0,100.0,0.0,0.0,100.0,0.9999999999999946,1.8399411962592847E-158,4393.0,1.302877015E9
36.0,36.0,89.39870585857308,0.0,50.25125628140711,0.0,32.0,4.0,100.0,0.0,0.0,100.0,0.9999999999999946,1.8399411962592847E-158,4394.0,1.302877959E9
37.0,37.0,89.74007642484865,0.0,50.25125628140711,0.0,33.0,4.0,100.0,0.0,0.0,100.0,0.9999999999999946,1.803326366453725E-158,4394.0,1.302878413E9
38.0,38.0,90.06327919968443,0.0,50.251256281407095,0.0,34.0,4.0,100.0,0.0,0.0,100.0,0.9999999999999946,1.7852931027891878E-158,4395.0,1.3028796E9
39.0,39.0,90.36971185335013,0.0,50.25125628140707,0.0,35.0,4.0,100.0,0.0,0.0,100.0,0.9999999999999946,1.7852931027891878E-158,4396.0,1.302879616E9
40.0,40.0,90.66063229279781,0.0,50.25125628140719,0.0,36.0,4.0,100.0,0.0,0.0,100.0,0.9999999999999946,1.6640098369671537E-158,4399.0,1.30289431E9
41.0,41.0,87.97612500284056,-4.672254890624326,33.99710108786146,-32.67249377288488,37.0,4.0,96.77991609588881,0.0,3.220083904111197,100.0,0.9749612152985737,0.025038784701421957,4400.0,1.302986317E9
42.0,42.0,85.42121050361891,-4.839547110883437,29.202530720443477,-24.56531953510941,37.0,5.0,96.77991609588881,0.0,3.220083904111197,100.0,0.9749612152985737,0.025038784701421957,4400.0,1.302986362E9
43.0,43.0,85.83668211084678,-4.695152434988748,38.03031842223222,-24.565319535109317,38.0,5.0,96.88135350381778,0.0,3.118646496182216,100.0,0.9749612152985737,0.025038784701421957,4401.0,1.302986419E9
44.0,44.0,86.23298254957871,-4.55779073868089,38.0303184222322,-24.565319535109325,39.0,5.0,96.97752759795554,0.0,3.02247240204444,100.0,0.9749612152985737,0.025038784701421957,4403.0,1.302987005E9
45.0,45.0,86.61139014254347,-4.426966858877782,38.03031842223223,-24.565319535109307,40.0,5.0,97.06883317324377,0.0,2.931166826756216,100.0,0.975211603145588,0.024788396854407736,4403.0,1.302988021E9
46.0,46.0,86.97307205921943,-4.302231041292055,38.03031842223223,-24.565319535109044,41.0,5.0,97.15562650917701,0.0,2.8443734908229854,100.0,0.9575672834499707,0.042432716550027505,4343.0,1.303137419E9
47.0,47.0,84.66287448203931,-7.349111012629176,25.04976023738864,-50.657552654138115,42.0,5.0,94.33413012204646,0.0,5.665869877953535,100.0,0.9538110166218058,0.04618898337819254,4342.0,1.303148952E9
48.0,48.0,85.063625211475,18.153859003944138,33.73783934662672,-19.23280399485307,42.0,6.0,94.33413012204646,17.08821860897041,5.665869877953535,82.91178139102959,0.9538110166218058,0.04618898337819254,4343.0,1.303149001E9
49.0,49.0,85.44770947302939,33.3332338903581,33.73783934662672,1.516723003599398,42.0,7.0,94.33413012204646,29.292856277168706,5.665869877953535,70.70714372283129,0.9531417277654698,0.046858272234529603,4321.0,1.303226769E9
50.0,50.0,85.81612755027712,33.561192858113145,40.745913062560355,1.5167230035994068,43.0,7.0,94.49559812768038,29.292856277168706,5.504401872319624,70.70714372283129,0.9531417277654698,0.046858272234529603,4322.0,1.303226804E9
51.0,51.0,86.169801278806,43.71707535575092,46.46510686920245,16.366569538685326,43.0,8.0,94.49559812768038,38.445255999005404,5.504401872319624,61.554744000994596,0.9131475588753596,0.08685244112463983,4294.0,1.303283675E9
52.0,52.0,86.5095815892724,43.93965762262805,51.22082154145938,16.366569538685376,44.0,8.0,94.64961549098675,38.445255999005404,5.350384509013263,61.554744000994596,0.9048759224537399,0.09512407754625951,4295.0,1.303290205E9
53.0,53.0,86.83625519652537,44.15200033775292,51.22082154145938,16.3665695386853,45.0,8.0,94.79667901660389,38.445255999005404,5.203320983396123,61.554744000994596,0.9048759224537399,0.09512407754625951,4296.0,1.303290205E9
54.0,54.0,87.15055054549453,44.35478418465337,51.220821541459415,16.366569538685418,46.0,8.0,94.93724231080628,38.445255999005404,5.06275768919371,61.554744000994596,0.9048759224537399,0.09512407754625951,4300.0,1.303291734E9
55.0,55.0,87.45314310843517,44.54863083669595,51.22082154145941,16.366569538685372,47.0,8.0,95.0717203770687,38.445255999005404,4.928279622931296,61.554744000994596,0.9048759224537399,0.09512407754625951,4301.0,1.303292915E9
56.0,56.0,85.42123354893427,38.79026779755442,41.97302913893338,0.5109395904545484,48.0,8.0,92.5875481477159,38.445255999005404,7.412451852284084,61.554744000994596,0.8831832904157869,0.11681670958421254,4296.0,1.303307758E9
57.0,57.0,85.75553623110078,46.449726124239746,46.930371624728465,14.245240002736908,48.0,9.0,92.5875481477159,45.56283056849553,7.412451852284084,54.43716943150447,0.8804134267081217,0.11958657329187766,4295.0,1.303310313E9
58.0,58.0,86.07800333203961,46.67525737907987,51.14619335857569,14.245240002736834,49.0,9.0,92.77815705625636,45.56283056849553,7.221842943743627,54.43716943150447,0.8804134267081217,0.11958657329187766,4296.0,1.303310489E9
59.0,59.0,84.15368355091478,41.64269731670064,43.122007167460126,0.16011116020760666,50.0,9.0,90.42930687559898,45.56283056849553,9.570693124401002,54.43716943150447,0.82775097680049,0.17224902319950944,4287.0,1.303321121E9
60.0,60.0,84.50361286273566,47.624769118559286,47.386460100091995,12.595501315623103,50.0,10.0,90.42930687559898,51.25602767944696,9.570693124401002,48.743972320553034,0.82775097680049,0.17224902319950944,4287.0,1.303321174E9
